Name,V,M,n,np,B,G,E,v,H,B',G',_,vL,vS,va,_e,_el,_es,_e,A,y-theory,y-exp
2731933_TeMnHf,227.16,1444.11,12,3,131.645,62.5295,161.9475702,0.294969336,9.40710479,-2.23251,-0.92181,10.54556554,4.515461408,2.435048078,2.71816803,210.5372486,1.661868627,1.507729895,1.560801739,3.51E-06,20.71573746,8.51
2772125_LaAlHg,335.8,1465.88,12,3,46.9806,11.2753,31.32028683,0.38888929,1.553710524,-0.52471,-0.42879,7.241344137,2.926418583,1.247827232,1.410411928,95.89935168,2.801850241,6.218426502,5.328790391,6.68E-05,3.699321448,8.49
2687991_CoSnV,194.8,914.336,12,3,150.468,53.8715,144.3834735,0.340072891,6.193776169,-2.61987,-0.8238,7.786070407,5.343272362,2.630391369,2.953452565,240.7854715,1.462505302,1.322768749,1.370931081,2.57E-06,17.69823822,8.47
3448_KMgF3,66.6,120.397,5,5,69.1705,46.8995,114.7613774,0.223481886,12.05654131,-3.85951,-2.11819,3.001856894,6.623737553,3.952656863,4.374903413,321.3317645,1.52326475,1.337309431,1.402037628,2.71E-06,14.88791513,8.25
1100391_BeNaSb,60.5,153.753,3,3,47.2759,33.9207,82.12128583,0.210489256,10.65778998,-2.54025,-2.49543,4.220041986,4.681884511,2.835136786,3.133498711,237.640794,1.752088543,2.058722476,1.961843583,6.07E-06,14.19862238,8.22
2695221_YNaGe,330.39,738.024,12,3,36.1426,0.40658,1.215183334,0.494396348,0.006197243,-0.33904,-0.00692,3.705484924,3.146443952,0.331245876,0.379108164,25.91696258,1.401613885,2.644955646,2.306230852,8.95E-06,0.026156926,8.06
1750651_PbPtTi,253.53,1800.64,12,3,122.685,42.5268,114.3660146,0.344634614,5.193343225,-1.93851,-0.32228,11.78145684,3.902082698,1.899904861,2.134549747,159.3895183,1.50684544,0.793994004,1.084963308,1.47E-06,10.05186918,7.77
2712484_TeRhLa,309.18,1477.62,12,3,86.6228,32.701,87.13785394,0.332342343,4.921017561,-1.17506,-0.38322,7.927802596,4.052932064,2.030972781,2.278074626,159.2187019,1.834819733,1.644959271,1.710589125,4.37E-06,10.5390989,7.69
406_CdTe,72.83,240.011,2,2,35.8159,14.3805,38.04911301,0.32294124,3.270804415,-1.48973,-0.01592,5.47229353,3.169981828,1.621071987,1.816056697,129.4700251,0.833907748,-0.12635327,0.492386173,2.20E-07,3.290043602,7.5
1765073_CaSiMg,291.13,369.872,12,3,41.4716,16.8278,44.46875174,0.321288337,3.630275251,-5.09599,-0.13804,2.107492098,5.506769534,2.825730202,3.164929696,225.6827387,11.85970703,1.027416493,6.898401268,1.24E-04,12.86113229,7.47
22862_NaCl,45.11,58.443,2,2,23.8895,15.2294,37.68105744,0.237115626,5.80946364,-2.0392,-1.02555,2.151335888,4.532462918,2.660647166,2.949420342,246.6734047,1.571883521,1.352190297,1.429178669,2.84E-06,7.233141034,7.1
23193_KCl,66.02,74.551,2,2,16.2372,9.93989,24.76601766,0.245789323,4.316548567,-0.99013,-0.4064,1.875108927,3.965765065,2.302382833,2.554826738,188.1970791,1.548170461,1.182972414,1.316014088,2.33E-06,4.501152306,7.1
30560_CoNbSn,53.05,270.553,3,3,153.224,79.5227,203.3830742,0.278773697,12.01045762,-10.5864,-4.15914,8.468675925,5.5329303,3.064346007,3.413758826,270.4877735,1.483833375,1.220625119,1.314231442,2.32E-06,30.04254808,7.08
1752668_SbPtLa,323.13,1822.92,12,3,78.3413,25.0875,68.00350263,0.35532641,3.476229987,-0.98302,-0.64452,9.358188499,3.456273558,1.637317103,1.842181659,126.8732185,2.496010346,3.98408067,3.557895689,2.53E-05,8.948134528,7.05
962059_SiMgSr,94.37,140.01,3,3,24.8963,10.4755,27.56093762,0.315495089,2.870509414,-0.83261,-0.42671,2.463619589,3.971777175,2.062056479,2.307846907,150.9172711,1.534987184,1.755371551,1.685115646,4.22E-06,3.613950812,6.95
2469_CdS,52.42,144.477,2,2,51.658,19.2209,51.30011998,0.334487979,3.545535964,-3.57277,0.48107,4.576676827,4.109366889,2.049329238,2.299317383,182.9124147,0.827441468,-0.822663249,0.824259066,7.58E-07,6.150201695,6.91
1100440_SnNaSc,85.23,186.656,3,3,33.8014,8.66744,23.95480305,0.381884562,1.439377937,-1.41544,-0.25007,3.636620767,3.531651793,1.543819118,1.743291736,117.9367551,1.476438737,1.062846667,1.216437068,1.93E-06,1.950895642,6.91
30460_NiBiY,68.53,356.576,3,3,115.78,49.0852,129.0224741,0.314270637,7.148204838,-6.42589,-2.63555,8.640123001,4.579851624,2.383500898,2.667184006,194.0450939,1.71270418,1.673136792,1.686429074,4.22E-06,17.59073808,6.8
1008223_CaSe,71.62,119.038,2,2,31.8104,7.21607,20.12634781,0.394550483,1.120319532,-1.40384,0.4854,2.759941349,3.874512926,1.61696434,1.829067354,131.1278253,0.487305909,-2.57548116,2.121608938,7.33E-06,3.023758344,6.78
2757090_PbCaMg,368.9,1086.33,12,3,41.5017,11.9224,32.64150419,0.368914991,1.981121821,1.44704,-0.14196,4.884887627,3.427851299,1.562264468,1.760989054,116.0424887,-4.208495457,2.029579223,2.941077901,1.60E-05,3.951619427,6.71
2744251_NaTiSb,300.56,770.48,12,3,47.4736,9.59493,26.96795141,0.405322989,1.156283528,-0.51638,-0.01965,4.252375893,3.764639429,1.502121567,1.701670947,120.05911,1.186298287,0.141100248,0.694531541,5.02E-07,1.627544193,6.63
5229_SrTiO3,61.58,183.5,5,5,181.364,110.234,274.9887863,0.247295691,17.48996921,-9.9204,-5.00836,4.948173649,8.145939766,4.719927386,5.238360136,394.934788,1.389813926,1.232242966,1.286912093,2.21E-06,39.65889712,6.44
556891_KFeF3,64.86,151.939,5,5,88.785,45.4345,116.4411205,0.281417431,8.515000179,-5.56483,-2.14317,3.889921772,6.196593664,3.417609536,3.808540831,282.2124921,1.662003549,1.363074017,1.469489407,3.03E-06,12.85539121,6.37
961645_GeAlLi,54.68,106.601,3,3,56.912,49.9296,115.8963634,0.160597755,16.90674242,-3.45854,-1.97872,3.237287878,6.176125194,3.927248504,4.317953611,338.6973013,1.183195206,0.916822983,1.013423185,1.24E-06,21.15764448,6.36
2695692_ScGeAg,250.11,901.736,12,3,77.0593,36.1836,93.85998353,0.296996202,6.739580094,-1.231,-0.26764,5.980669616,4.577282689,2.459693429,2.746379829,206.0061465,1.418030072,0.758330299,1.026472758,1.28E-06,10.5819956,6.19
962078_SiCaCd,74.11,180.574,3,3,55.0899,16.5213,45.05949626,0.363678895,2.521409448,-2.22423,-0.95542,4.046010014,4.365814179,2.020731596,2.276148728,161.3311754,1.51416603,1.976208779,1.835165845,5.17E-06,5.435611862,6.12
1765084_ScSiAg,235.8,723.636,12,3,93.8084,27.9932,76.38193374,0.364294431,3.412592195,-0.24859,-0.22166,5.090703737,5.075356287,2.344970383,2.641592161,202.0758573,0.322560882,0.766906987,0.653283546,4.34E-07,6.559705503,6.11
1100420_SbCaNa,89.27,184.818,3,3,29.3422,9.51882,25.76982171,0.353624804,2.002059287,-1.06991,-0.73621,3.437852818,3.496685024,1.663979293,1.871749243,124.6873573,2.011803884,3.285518935,2.9232758,1.58E-05,3.29203773,5.92
962066_TeLiNa,82.67,157.6,3,3,22.8497,8.78234,23.35485423,0.329648717,2.329033794,-0.81472,-0.11201,3.165605732,3.304115571,1.665623008,1.867609804,127.6380317,0.986408784,0.360520091,0.641080276,4.14E-07,1.599765737,5.68
2788400_YNiAs,227.44,890.072,12,3,95.4874,48.2367,123.854526,0.283820473,8.686018788,-1.13065,-0.79107,6.491719589,4.961495342,2.725893716,3.038602477,235.260059,1.388528325,1.698313326,1.601722741,3.73E-06,18.00765134,5.62
3834_BaZrO3,76.79,276.551,5,5,158.713,94.6593,236.8839454,0.251244967,15.6487604,-7.35421,-3.16463,5.980246888,6.902493819,3.978524963,4.417561597,309.4266085,1.392944556,1.116946976,1.21592703,1.93E-06,30.2465067,5.61
1008786_MgTe,53.44,151.905,2,2,48.6953,29.6721,73.98824691,0.246764585,8.140318368,-2.29044,-1.64725,4.720132258,4.324144547,2.507246641,2.782468351,219.9301055,1.191696854,1.316697167,1.2763913,2.16E-06,13.475476,5.57
2726938_YAsPd,264.52,1080.99,12,3,85.4515,17.2779,48.56077806,0.405285887,1.631979073,-1.14211,-0.3015,6.778984205,4.000460085,1.596478841,1.808553943,133.1502211,1.715778128,2.141275271,2.009478718,6.43E-06,4.565574645,5.48
2779284_YGaCd,297.53,1084.16,12,3,57.2259,29.4389,75.38914206,0.280434086,6.646668004,-0.66767,-0.11803,6.044551433,3.995136131,2.206880161,2.459021684,174.0799289,1.105518374,0.429779972,0.728375481,5.63E-07,7.091270074,5.48
4964_PtSbY,72.31,405.736,3,3,92.2758,46.3256,119.0537801,0.284967492,8.421572567,-7.28209,-4.13075,9.317378323,4.066066666,2.22978845,2.485937907,177.6509042,2.835176012,3.05719371,2.985023159,1.66E-05,19.64841117,5.44
961684_AsCaLi,74.36,122.01,3,3,37.8614,18.9498,48.72103475,0.285528996,4.974346342,-1.43604,-0.3596,2.724611555,4.813467348,2.637242211,2.94040296,208.1790346,0.961497753,0.538877877,0.708344705,5.27E-07,5.398373123,5.41
1100409_SbCaLi,75.13,168.838,3,3,36.5341,25.1644,61.39668297,0.219911521,8.532048194,-1.46848,-1.18917,3.731688278,4.333760633,2.596812606,2.87307598,202.7150133,1.470236223,1.608506636,1.563775532,3.52E-06,9.500483902,5.25
961723_RhCaLi,60.06,149.994,3,3,43.2424,7.70781,21.82659155,0.415875038,0.878171721,-2.21522,-0.73496,4.147029333,3.592422344,1.363317303,1.546646534,117.5815631,1.626154471,2.696772987,2.393710332,9.79E-06,1.812405452,5.25
2812671_SbLiCd,305.96,964.684,12,3,37.155,20.9753,52.95997852,0.262436736,6.077257701,-0.57431,-0.20701,5.230243193,3.528605818,2.0025951,2.22653277,156.1603608,1.830850768,1.343127701,1.523154465,3.31E-06,6.175616426,5.19
962068_SnCaMg,86.3,183.093,3,3,34.4837,19.2462,48.68176955,0.264711204,5.702263039,-0.86692,-0.85069,3.522974447,4.131864788,2.337317715,2.599392975,175.1237069,1.269033701,1.74058118,1.598925912,3.72E-06,7.018618039,5.15
5238_CuGaS2,154.61,394.802,8,8,78.7311,34.1709,89.55628336,0.310417393,5.944369741,-2.39971,-0.05035,4.240238764,5.414108517,2.838788601,3.175082404,176.1242163,1.36761441,-0.052759607,0.790766785,6.86E-07,5.290683531,5.09
504715_BaTiO3,131.53,466.414,10,10,165.855,108.584,267.39761,0.231293791,18.91109223,-5.07541,-2.60161,5.888372908,7.263176678,4.294229639,4.757147299,278.4934113,1.642251386,1.409024795,1.490826545,3.14E-06,24.13943936,4.99
5893_CaSiO3,46.88,116.163,5,5,218.867,153.139,372.5315059,0.216318201,24.99451149,-17.5966,-10.5548,4.114610828,10.13987649,6.100683872,6.747022281,557.0910859,1.588050015,1.448888561,1.496714065,3.17E-06,20.50441847,4.89
2780442_SrAlGa,330.1,737.296,12,3,34.4839,8.86356,24.49222884,0.381624812,1.46241693,-0.63127,-0.2747,3.705081906,3.535093256,1.546696803,1.746478962,119.429454,3.389194807,4.948573147,4.489372407,4.43E-05,3.336631233,4.8
10634_CuF,28.84,82.544,2,2,70.1281,8.27904,23.89673598,0.443206941,0.565446001,-18.0036,37.496,4.752682502,4.132566628,1.319837881,1.502722259,145.8893424,-5.850161244,-65.47524351,53.56690337,1.67E-02,7.626005205,4.66
554465_RbFeF3,68.24,198.309,5,5,84.9289,45.3178,115.4235213,0.273489901,8.928671359,-2.05163,-2.77613,4.825607052,5.488270078,3.064491577,3.411718127,248.5631455,1.183821581,1.923495601,1.712805125,4.38E-06,12.39680549,4.62
1759138_YTlCd,343.9,1622.79,12,3,50.0303,23.6832,61.36644304,0.295569075,5.309701806,-0.64473,-0.13932,7.827653748,3.228868052,1.739419714,1.941806345,130.9860725,1.583197691,0.844855172,1.145145617,1.67E-06,5.687098468,4.58
8402_RbMgF3,70.24,166.767,5,5,68.8285,46.0127,112.8834427,0.226655279,11.72712284,-3.52526,-2.1241,3.942522327,5.746229873,3.416266784,3.782558706,272.9401602,1.54844909,1.454589899,1.486534912,3.12E-06,13.16858276,4.54
1100411_SnCaCd,85.65,271.199,3,3,53.9649,22.3331,58.87727897,0.318161808,4.383946025,-0.75927,-1.18933,5.257862986,3.990873692,2.060961471,2.307419181,155.8453955,1.032564795,2.113941814,1.82607868,5.11E-06,7.707192784,4.49
2691_CdSe,59.83,191.371,2,2,44.5726,16.3207,43.63616202,0.336834879,3.162110449,-3.05538,0.27523,5.311359181,3.53397709,1.752937998,1.967383378,149.7588843,1.045747046,-0.671149039,0.815366778,7.38E-07,4.652339473,4.4
2715332_YInCd,341.07,1264.55,12,3,48.7393,22.3803,58.22838798,0.300884885,4.957079573,-0.48887,-0.07414,6.150266635,3.574441643,1.90759414,2.130979234,144.1433597,1.108820497,0.398270573,0.71803477,5.44E-07,4.886427598,4.39
1123_HgS,54.08,232.656,2,2,48.7199,15.8471,42.89092893,0.353273751,2.705985205,-4.24206,1.17675,7.143747937,3.126930115,1.489401676,1.675293846,131.8930865,0.868124998,-2.174562118,1.84491028,5.24E-06,5.178649222,4.35
1100393_SeAgLi,55.92,193.838,3,3,50.3701,2.02893,6.006146583,0.480126614,0.070589727,-3.42345,-3.44038,5.755993642,3.036590575,0.593708654,0.67878225,52.84671815,4.053316256,47.24404972,38.64552514,7.70E-03,0.62674379,4.34
241_CdF2,41.31,150.407,3,3,109.822,32.8304,89.56617206,0.364073725,3.753947058,-8.7485,-1.69283,6.04590616,5.040331066,2.330276127,2.624960289,226.0724315,1.313326322,0.898364635,1.054979315,1.37E-06,8.216214084,4.3
962075_SnMgSr,110.28,230.635,3,3,19.7529,4.74812,13.18769244,0.388727795,0.938506842,-0.94771,-0.40641,3.472777867,2.740604193,1.169290283,1.321612742,82.05062569,2.98226959,4.55297972,4.096876068,3.55E-05,1.437621242,4.23
978493_SnSiO3,50.81,194.795,5,5,202.754,120.454,301.6302275,0.252055671,17.93564561,-14.1908,-9.22377,6.366154268,7.554914971,4.349827494,4.830297526,388.2702213,1.685376333,1.778722252,1.748160851,4.60E-06,42.41210697,4.22
5878_KZnF3,70.67,161.482,5,5,68.6875,37.9826,96.21323492,0.266543561,8.395647694,-3.40392,-1.45486,3.79435164,5.607997239,3.163905888,3.51943809,253.4379024,1.415662067,1.186781441,1.267674967,2.13E-06,9.598042607,4.15
22867_RbBr,87.44,165.372,2,2,9.7129,6.92255,16.78095804,0.212050331,4.173484164,-0.51468,-0.20013,3.140511427,2.455974247,1.484680012,1.64120401,110.0869363,1.637066349,1.09727272,1.302305785,2.27E-06,2.185547015,3.8
1766995_NaAsSr,332.59,742.128,12,3,31.3608,7.02096,19.60020222,0.395834916,1.085632674,-0.30285,-0.23111,3.701443206,3.316877493,1.377249757,1.558183316,106.2866577,2.328434042,5.307290947,4.53711654,4.54E-05,2.383263777,3.79
961657_NiPY,53.14,178.57,3,3,114.249,39.5938,106.4808373,0.344665544,4.979415749,-11.0569,-4.13063,5.580016674,5.471336751,2.663764607,2.99276124,236.9962566,2.468117534,2.605253157,2.560357539,1.15E-05,17.42473459,3.78
22914_CuCl,39.86,98.999,2,2,55.839,7.61808,21.86011918,0.434752535,0.637898924,-26.0411,0.66918,4.124222256,4.000269251,1.359101005,1.545744061,134.7209348,7.427936615,-1.917338411,4.565326404,4.61E-05,3.047779123,3.76
4076_CoSbV,48.74,231.624,3,3,145.623,48.1592,130.1321957,0.35106268,5.286314957,-4.21201,-2.15173,7.891264142,5.156629755,2.47039467,2.7778957,226.410915,0.655709698,0.922173266,0.842765739,7.99E-07,12.2762446,3.73
978489_PbSiO3,52.05,283.285,5,5,205.263,122.865,307.2842582,0.250495496,18.3051366,-14.5455,-9.04103,9.037564159,6.390521853,3.687129538,4.093650594,326.4227803,1.708982926,1.748384859,1.735350289,4.52E-06,36.83728511,3.69
1764103_YSiAg,274.4,899.436,12,3,70.2877,28.1032,74.3945218,0.32359521,4.816677404,-0.7985,-0.23855,5.437354127,4.451764972,2.27344304,2.547113615,185.2465853,1.254963712,0.997935941,1.090364802,1.48E-06,8.109159455,3.67
1076534_RbTaO3,67.6,314.416,5,5,194.89,127.542,314.1058328,0.231381948,20.76814091,-10.737,-4.70344,7.723363769,6.874024231,4.063716162,4.501829475,329.01579,1.40857724,1.079795456,1.19944519,1.86E-06,11.82169294,3.61
753_ZnSb,404.25,1497.12,16,16,46.1683,26.8948,67.56472203,0.256092665,7.291477703,-2.49166,-0.17875,6.149717014,3.652191856,2.09125308,2.323352179,93.54953557,6.560300689,1.176709888,3.907549848,3.17E-05,3.923647975,3.5
4170_NaTaO3,62.86,251.938,5,5,205.976,114.014,288.7624005,0.266346241,15.98917885,-11.3097,-3.14818,6.655303249,7.334227107,4.138997526,4.603992774,344.7358429,1.194788255,0.701185504,0.896445053,9.27E-07,9.466112152,3.45
23251_KBr,76.39,119.002,2,2,11.3183,7.94457,19.31459371,0.215584589,4.443544516,-1.32896,-0.27154,2.586820527,2.910372277,1.752475878,1.937985447,135.9820573,2.781080009,1.138812459,1.85545984,5.31E-06,3.264567478,3.4
1766664_SrAsK,415.39,806.56,12,3,22.9461,2.96139,8.51774095,0.438132254,0.343934222,-0.17768,-0.06351,3.220936052,2.889626124,0.958863421,1.091020709,69.10522912,1.859421086,4.287562412,3.661685843,2.71E-05,0.703684942,3.35
1100433_SiCaZn,64.1,133.553,3,3,58.5858,24.1912,63.79313106,0.318519359,4.581753149,-2.69015,-2.22838,3.459745608,5.124107501,2.644275022,2.960625156,220.2456541,1.830734787,2.785629168,2.508056989,1.09E-05,11.04255088,3.1
1100430_ZnLiSb,65.87,194.15,3,3,44.2144,27.2291,67.77449797,0.244523285,7.837974445,-2.12062,-1.01115,4.894386701,4.056041442,2.35867174,2.616902798,192.9160242,1.252183009,1.056371379,1.125433734,1.60E-06,7.900918511,3.09
379_AgSe,52.94,186.828,2,2,55.2052,4.07536,11.932454,0.463975453,0.215652602,-3.93912,1.00003,5.860120898,3.216790483,0.833930199,0.951855747,75.4720981,0.970787762,-6.661993239,5.468294576,7.11E-05,1.194732791,3.09
7104_CsCaF3,95.67,229.972,5,5,56.8374,30.034,76.60823413,0.275358496,6.939354955,-1.77558,-0.74561,3.99160664,4.926622924,2.743043659,3.054543383,198.8372,1.200861587,1.020862612,1.08418779,1.46E-06,6.859582796,3.03
820_HgSe,61.75,279.55,2,2,44.56,14.3723,38.93129112,0.354386254,2.530595568,-2.74551,0.52417,7.517459254,2.911473172,1.382698831,1.555507229,117.1663711,0.824956821,-1.292704166,1.157975515,1.71E-06,3.784394848,3
935811_KNbO3,65.58,180.008,5,5,174.046,116.094,284.9297229,0.227150942,20.09991479,-9.33171,-4.07238,4.557943553,8.493887956,5.046850223,5.588284796,412.5703303,1.305277648,0.983550745,1.101286199,1.52E-06,12.76694476,2.94
22913_CuBr,46.87,143.45,2,2,51.007,10.1217,28.48118835,0.406936994,1.167677672,-10.746,-0.01866,5.082228031,3.562554663,1.411236033,1.599064279,132.0416279,3.746595323,-0.123462748,2.165445498,7.70E-06,3.256738002,2.94
1100434_SiBaSr,108.27,253.032,3,3,24.5333,7.79512,21.14576736,0.356346494,1.738459327,-0.80307,-0.58851,3.880751729,3.000001193,1.417272867,1.594825199,99.62162987,2.294276296,3.920376105,3.464217147,2.38E-05,2.623698308,2.92
1766119_NaAsBa,371.76,940.956,12,3,28.4757,4.48769,12.79112176,0.425134285,0.554108787,-0.27114,-0.17862,4.198634945,2.864831501,1.033849606,1.174335023,77.18526328,2.580595194,7.231768965,6.089784788,9.20E-05,1.35099485,2.91
21276_PbS,53.67,239.266,2,2,54.4024,32.1734,80.62618083,0.252994412,8.241647362,-3.58755,-1.43618,7.402832826,3.625417646,2.084728522,2.315257366,182.7393218,1.350887495,1.03121389,1.147708035,1.68E-06,11.68573617,2.9
861873_TlTaO3,67.31,433.328,5,5,212.906,109.491,280.4050975,0.280493819,14.32713269,-12.6823,-3.53252,10.69019704,5.794156802,3.200341743,3.566014911,260.9956229,1.464284962,0.919148246,1.130456758,1.62E-06,7.931009117,2.86
1753098_NaSrSb,389.84,929.44,12,3,26.9829,9.67471,25.92559243,0.339864059,2.272222826,-0.21809,-0.15742,3.95490832,3.175579936,1.564050487,1.756096207,113.6098802,1.925039807,3.004932937,2.693512092,1.30E-05,3.119974481,2.83
1100429_SbKSr,121.7,248.468,3,3,19.4722,3.38294,9.593268144,0.417889195,0.526412155,-0.49726,-0.16989,3.390224313,2.659718077,0.998925111,1.133562006,68.10176289,1.669734316,2.889197907,2.548394382,1.14E-05,0.756870471,2.81
22916_NaBr,53.94,102.894,2,2,21.0674,11.6921,29.6003745,0.265827974,4.232106315,-1.99807,-0.60223,3.167580471,3.401839672,1.921243593,2.136952376,168.3841189,1.894178833,1.222488669,1.480638437,3.09E-06,4.360588456,2.8
23295_RbCl,75.86,120.921,2,2,13.0613,8.65588,21.26919081,0.228597832,4.368246177,-0.73542,-0.26915,2.646899427,3.048741938,1.808368334,2.002699625,140.8493357,1.520411405,1.012746576,1.205952196,1.89E-06,3.09555325,2.8
1100395_BaBrCl,110.62,252.684,3,3,26.1574,7.95243,21.66204278,0.361976325,1.670404264,-0.83322,-0.2303,3.793085543,3.113115353,1.447950146,1.630590874,101.1293126,1.549006824,1.43509443,1.474043666,3.06E-06,1.961408726,2.79
2705709_SbCaK,478.44,803.704,12,3,23.9707,10.8993,28.39433526,0.302576095,3.216904082,-0.26551,-0.04525,2.786570966,3.717173178,1.977717468,2.209788798,133.5277518,1.857799992,0.826489316,1.267226629,2.13E-06,3.468641167,2.7
4045164_ZnRbF,115.74,300.636,5,3,20.1411,3.92834,11.06560453,0.408432637,0.657793511,0.24386,-0.09859,4.308826093,2.426927485,0.954827792,1.082131287,78.3811522,-0.422981055,1.285703367,1.077803209,1.44E-06,0.492492235,2.64
2774159_AuSnLa,342.06,1818.3,12,3,67.2548,24.4543,65.43235153,0.337849612,3.973353366,-1.32841,-0.4405,8.817890612,3.365228723,1.665310669,1.86928834,126.3200037,3.114405158,2.914129553,2.982382805,1.66E-05,8.366256352,2.61
22898_KI,93.82,166.002,2,2,11.5362,6.02379,15.39227242,0.27762359,2.673548621,-0.43088,-0.18222,2.938099099,2.58070945,1.431863741,1.594907531,104.4993603,1.448723952,1.252363578,1.321063985,2.35E-06,1.932077001,2.6
19717_PbTe,70.52,334.8,2,2,40.7703,26.3552,65.04902392,0.234083291,8.138568241,-2.09064,-1.08084,7.883547594,3.103060691,1.828404625,2.02614864,146.008162,1.473814535,1.279363658,1.347302493,2.46E-06,9.740377531,2.5
2730_HgTe,73.87,328.19,2,2,34.4956,13.4104,35.61589284,0.3279206,3.023477232,-1.79301,0.06722,7.377441816,2.664488316,1.348242365,1.511397153,107.2422291,1.034538146,-0.351804373,0.662772412,4.49E-07,2.893086897,2.5
2726756_SbPdLa,321.34,1468.28,12,3,77.2701,31.9807,84.31056019,0.318147511,5.409223798,-0.85149,-0.36113,7.579587195,3.977468932,2.054098219,2.299730923,158.6787211,1.619428978,1.647638746,1.638289462,3.94E-06,10.32062814,2.48
3654_RbCaF3,91.69,182.54,5,5,55.2994,29.3769,74.87244659,0.274342197,6.892830097,-1.56279,-0.70315,3.305861248,5.345661181,2.980991047,3.319100791,219.1407023,1.04672406,0.930655098,0.970887752,1.12E-06,6.875935368,2.46
2694166_NaGeBa,446.01,931.708,12,3,20.0963,7.38516,19.73768853,0.336307442,1.996897588,-0.14328,-0.02464,3.465266882,2.939548408,1.459861349,1.638338454,101.3410398,1.145104962,0.57737181,0.811989694,7.31E-07,1.437152978,2.44
19845_PbTiO3,62.33,303.08,5,5,189.038,95.0097,244.1295985,0.284761443,12.836608,-10.3738,-4.75059,8.074370989,6.253095284,3.430280413,3.824240149,287.159186,1.482599408,1.391617775,1.422591657,2.81E-06,7.894774415,2.42
1342_BaO,177.27,613.308,8,8,71.1538,38.1922,97.18788622,0.272352551,8.134367257,-1.39745,-0.48467,5.745025135,4.60967687,2.578347036,2.870093532,152.1110979,1.317164661,0.95813697,1.091020264,1.48E-06,6.303024148,2.3
22903_RbI,106.05,212.372,2,2,9.35648,5.19493,13.15089773,0.265743497,2.634333481,-0.34857,-0.15664,3.325332924,2.212841749,1.249891411,1.390209613,87.44198254,1.648556292,1.432168351,1.507752215,3.23E-06,1.590478431,2.3
23209_SrCl2,87.5,158.526,3,3,34.218,14.1887,37.39711963,0.317848697,3.369856146,-1.33865,-0.24407,3.008437521,4.202667394,2.171704868,2.431306825,163.0473273,1.203458838,0.585908446,0.843581766,8.01E-07,3.815110162,2.3
2750278_ScBaSn,451.79,1203.97,12,3,32.9769,4.45135,12.77906091,0.435414078,0.460073805,-0.22826,-0.23748,4.420592792,2.966891792,1.003472825,1.141376398,70.29858976,2.99662692,11.88485582,9.856966545,2.92E-04,1.689369333,2.3
962072_SnKY,107.52,246.714,3,3,26.5601,6.53188,18.11097311,0.386352253,1.161644596,-0.70504,-0.24469,3.810246625,3.042437829,1.309310212,1.479390035,92.62528056,1.405305885,1.847230466,1.712639816,4.38E-06,1.547705363,2.26
10250_BaLiF3,66.29,201.331,5,5,76.0653,44.424,111.5550405,0.255571769,9.808682756,-3.83228,-2.26812,5.043257927,5.179513568,2.967927175,3.297121536,242.5467999,1.513017287,1.525590613,1.52141105,3.30E-06,11.04519883,2.21
463_KF,40.58,58.096,2,2,32.4981,19.7717,49.31424415,0.247091655,6.407865853,-2.6252,-1.21426,2.377293139,4.975882462,2.883902925,3.200592264,277.2913164,1.296373634,1.079424231,1.15627245,1.71E-06,9.058418897,2.21
4551_SrHfO3,71.02,314.11,5,5,170.038,103.21,257.5255457,0.247580398,16.80246154,-7.67617,-3.24446,7.344287053,6.472239495,3.74874645,4.160643563,299.1186935,1.218652091,0.949608642,1.046999851,1.35E-06,8.544147297,2.2
961774_SbBaNa,107.7,282.067,3,3,24.7125,10.2838,27.09322964,0.317277156,2.803154813,-0.78506,-0.4797,4.348957107,2.9724191,1.537744735,1.721436446,107.719838,1.829936371,2.3452302,2.186997676,7.88E-06,3.070848057,2.12
961664_PdSnV,57.48,276.071,3,3,123.802,27.3116,76.32238037,0.39725209,2.36226094,-8.4902,-0.72071,7.975401893,4.482070069,1.850534913,2.094052688,161.544416,1.528691279,0.591736554,1.006181118,1.22E-06,6.027691704,2.05
962062_SnBaSr,126.26,343.657,3,3,20.305,8.27733,21.86139231,0.320558218,2.410082541,-0.57219,-0.31464,4.519682815,2.633331259,1.353290883,1.515595096,89.94379245,1.830901164,2.233047154,2.107541874,7.21E-06,2.262798984,2.01
2201_PbSe,59.58,286.16,2,2,48.4626,29.814,74.22170096,0.244745773,8.254897375,-2.92283,-1.32511,7.975482683,3.325766439,1.933444167,2.145176002,163.5206844,1.417022143,1.157376632,1.24993241,2.06E-06,10.72879241,2
961652_FeSbZr,57.65,268.821,3,3,113.873,38.8062,104.5430369,0.346988843,4.825464947,-18.8284,-2.31889,7.74305651,4.624801483,2.238691985,2.515972593,193.9021992,3.648524158,1.555790164,2.459857353,1.04E-05,14.52718558,1.97
2804770_SrKBi,520.65,1342.79,12,3,16.8902,2.34651,6.727964026,0.433610772,0.327181408,-0.1132,-0.03327,4.278225631,2.163157021,0.740592589,0.84217136,49.47454099,1.882239516,3.524352229,3.075979132,1.79E-05,0.432299292,1.96
1100443_SeKNa,87.16,141.048,3,3,19.391,7.70298,20.40677598,0.324602685,2.241939538,-0.7947,-0.54202,2.687189284,3.322373471,1.693090823,1.897150424,127.3911601,2.062744838,2.899838971,2.650348932,1.25E-05,2.555938277,1.9
